# Model Metadata
# n_ctx: 131072
# n_predict: 20
# model_size_bytes: 799862912
# n_params: 1235814432
phase,token_index,tensor_name,op_type,time_ns,size_bytes,n_elements,papi_tot_cyc,papi_tot_ins,papi_l3_tcm,papi_l1_dcm
decode,18,ffn_norm-11,MUL,6314,8192,2048,11068,8378,156,352
decode,18,ffn_gate-11,MUL_MAT,248358,32768,8192,1022204,1689866,26961,37802
decode,18,ffn_up-11,MUL_MAT,246992,32768,8192,1003349,1687818,26994,37830
decode,18,ffn_swiglu-11,GLU,8667,32768,8192,18251,21204,63,1836
decode,18,ffn_out-11,MUL_MAT,254242,8192,2048,1051903,1771042,27381,39494
decode,18,l_out-11,ADD,6555,8192,2048,10168,8440,25,527
decode,18,norm-12,RMS_NORM,7905,8192,2048,16395,21381,9,269
decode,18,attn_norm-12,MUL,6668,8192,2048,9707,8324,143,336
decode,18,Qcur-12,MUL_MAT,66932,8192,2048,271546,450625,6995,9760
decode,18,Qcur-12 (reshaped),RESHAPE,3706,8192,2048,1492,2023,1,99
decode,18,Qcur-12,ROPE,6309,8192,2048,11959,10373,9,274
decode,18,Vcur-12,MUL_MAT,27817,2048,512,104149,140065,3013,3805
decode,18,Vcur-12,RESHAPE,3695,2048,512,1584,2023,0,86
decode,18,Kcur-12,MUL_MAT,23065,2048,512,82758,141034,1799,2856
decode,18,Kcur-12 (reshaped),RESHAPE,3660,2048,512,1433,2003,0,82
decode,18,Kcur-12,ROPE,5907,2048,512,9774,9347,13,217
decode,18,Kcur-12 (view),VIEW,3649,2048,512,1401,1998,2,34
decode,18,cache_k_l12 (view),SET_ROWS,4046,134217728,67108864,2991,2501,21,74
decode,18,Vcur-12 (view),VIEW,3854,2048,512,1211,2020,0,18
decode,18,cache_v_l12 (view),SET_ROWS,3939,134217728,67108864,2626,2501,30,80
decode,18,Qcur-12 (view),VIEW,3581,8192,2048,1210,1998,6,25
decode,18,Qcur-12 (view) (permuted),PERMUTE,3579,8192,2048,1200,2023,2,15
decode,18,cache_k_l12 (view),VIEW,3562,262144,131072,1217,2001,0,14
decode,18,cache_k_l12 (view) (permuted),PERMUTE,3578,262144,131072,1205,1998,0,14
decode,18,cache_v_l12 (view),VIEW,3590,262144,131072,1208,1998,0,13
decode,18,cache_v_l12 (view) (permuted),PERMUTE,3610,262144,131072,1219,1998,0,17
decode,18,__fattn__-12,FLASH_ATTN_EXT,23398,8192,2048,84900,125983,434,2180
decode,18,kqv_out-12,RESHAPE,3633,8192,2048,1424,1998,4,80
decode,18,attn_out-12,MUL_MAT,74381,8192,2048,303627,451329,6919,9861
decode,18,ffn_inp-12,ADD,6116,8192,2048,10297,8451,5,549
decode,18,norm-12,RMS_NORM,7768,8192,2048,17956,21418,1,341
decode,18,ffn_norm-12,MUL,6916,8192,2048,14208,8409,138,358
decode,18,ffn_gate-12,MUL_MAT,242623,32768,8192,1023235,1688955,27211,37655
decode,18,ffn_up-12,MUL_MAT,252603,32768,8192,1038454,1688309,27234,37729
decode,18,ffn_swiglu-12,GLU,8717,32768,8192,18378,21263,62,1839
decode,18,ffn_out-12,MUL_MAT,346814,8192,2048,1448049,1927496,46403,56552
decode,18,l_out-12,ADD,6671,8192,2048,10408,8405,16,528
decode,18,norm-13,RMS_NORM,7723,8192,2048,16875,21404,17,338
decode,18,attn_norm-13,MUL,5849,8192,2048,9243,8439,141,369
decode,18,Qcur-13,MUL_MAT,66507,8192,2048,267393,450329,6982,9810
decode,18,Qcur-13 (reshaped),RESHAPE,3770,8192,2048,1600,1998,0,93
decode,18,Qcur-13,ROPE,6025,8192,2048,10948,10392,5,272
decode,18,Vcur-13,MUL_MAT,23408,2048,512,84858,141113,1871,2830
decode,18,Vcur-13,RESHAPE,3679,2048,512,1412,2012,0,91
decode,18,Kcur-13,MUL_MAT,23224,2048,512,83326,141038,1700,2848
decode,18,Kcur-13 (reshaped),RESHAPE,3672,2048,512,1593,2012,0,84
decode,18,Kcur-13,ROPE,5856,2048,512,10136,9390,0,217
decode,18,Kcur-13 (view),VIEW,3670,2048,512,1411,1998,1,36
decode,18,cache_k_l13 (view),SET_ROWS,4076,134217728,67108864,2971,2501,29,82
decode,18,Vcur-13 (view),VIEW,3625,2048,512,1314,2007,3,24
decode,18,cache_v_l13 (view),SET_ROWS,4211,134217728,67108864,3766,2501,28,83
decode,18,Qcur-13 (view),VIEW,3589,8192,2048,1217,2007,0,20
decode,18,Qcur-13 (view) (permuted),PERMUTE,3573,8192,2048,1203,2012,0,17
decode,18,cache_k_l13 (view),VIEW,3580,262144,131072,1222,1998,0,19
decode,18,cache_k_l13 (view) (permuted),PERMUTE,3606,262144,131072,1218,2012,0,22
decode,18,cache_v_l13 (view),VIEW,3581,262144,131072,1199,1998,0,16
decode,18,cache_v_l13 (view) (permuted),PERMUTE,3594,262144,131072,1211,1998,0,14
decode,18,__fattn__-13,FLASH_ATTN_EXT,24100,8192,2048,87769,126090,281,2242
decode,18,kqv_out-13,RESHAPE,3668,8192,2048,1477,2057,0,88
decode,18,attn_out-13,MUL_MAT,66995,8192,2048,271841,451074,6969,9871
decode,18,ffn_inp-13,ADD,5934,8192,2048,9617,8437,12,524
decode,18,norm-13,RMS_NORM,8012,8192,2048,18812,21459,1,337
decode,18,ffn_norm-13,MUL,6286,8192,2048,10693,8409,138,355
decode,18,ffn_gate-13,MUL_MAT,250961,32768,8192,996488,1689495,27120,37838
decode,18,ffn_up-13,MUL_MAT,244113,32768,8192,978102,1687274,27055,37770
decode,18,ffn_swiglu-13,GLU,9097,32768,8192,18494,21243,51,1830
decode,18,ffn_out-13,MUL_MAT,250039,8192,2048,1026175,1769905,27169,39520
decode,18,l_out-13,ADD,6588,8192,2048,10246,8444,24,512
decode,18,norm-14,RMS_NORM,7707,8192,2048,16637,21413,8,246
decode,18,attn_norm-14,MUL,6189,8192,2048,10318,8382,158,339
decode,18,Qcur-14,MUL_MAT,70760,8192,2048,287294,450509,6783,9806
decode,18,Qcur-14 (reshaped),RESHAPE,3732,8192,2048,1808,1998,4,90
decode,18,Qcur-14,ROPE,6159,8192,2048,11357,10352,10,280
decode,18,Vcur-14,MUL_MAT,23251,2048,512,82976,141065,1760,2833
decode,18,Vcur-14,RESHAPE,3779,2048,512,1556,2007,0,85
decode,18,Kcur-14,MUL_MAT,22726,2048,512,81889,141120,1718,2847
decode,18,Kcur-14 (reshaped),RESHAPE,3672,2048,512,1545,2012,0,90
decode,18,Kcur-14,ROPE,5932,2048,512,9484,9187,0,220
decode,18,Kcur-14 (view),VIEW,3664,2048,512,1451,1998,0,37
decode,18,cache_k_l14 (view),SET_ROWS,4046,134217728,67108864,3057,2501,19,80
decode,18,Vcur-14 (view),VIEW,3616,2048,512,1282,2057,0,20
decode,18,cache_v_l14 (view),SET_ROWS,4044,134217728,67108864,3068,2501,28,79
decode,18,Qcur-14 (view),VIEW,3995,8192,2048,3106,2012,14,22
decode,18,Qcur-14 (view) (permuted),PERMUTE,3648,8192,2048,1208,1829,0,13
decode,18,cache_k_l14 (view),VIEW,3575,262144,131072,1207,1998,0,14
decode,18,cache_k_l14 (view) (permuted),PERMUTE,3588,262144,131072,1206,2007,0,15
decode,18,cache_v_l14 (view),VIEW,3567,262144,131072,1209,2012,0,12
decode,18,cache_v_l14 (view) (permuted),PERMUTE,3577,262144,131072,1212,2001,6,19
decode,18,__fattn__-14,FLASH_ATTN_EXT,23929,8192,2048,87676,126089,488,2228
decode,18,kqv_out-14,RESHAPE,3661,8192,2048,1413,2001,0,77
decode,18,attn_out-14,MUL_MAT,69571,8192,2048,282789,451682,6864,9876
decode,18,ffn_inp-14,ADD,5977,8192,2048,9291,8398,6,506
decode,18,norm-14,RMS_NORM,7638,8192,2048,16795,21413,2,336
decode,18,ffn_norm-14,MUL,6383,8192,2048,11538,8389,147,353
decode,18,ffn_gate-14,MUL_MAT,324342,32768,8192,1013639,1688340,27335,37799
decode,18,ffn_up-14,MUL_MAT,238859,32768,8192,981828,1687822,27508,37758
decode,18,ffn_swiglu-14,GLU,8758,32768,8192,17875,21235,55,1839
decode,18,ffn_out-14,MUL_MAT,245760,8192,2048,1012458,1770104,27424,39383
decode,18,l_out-14,ADD,6832,8192,2048,10783,8487,29,504
decode,18,norm-15,RMS_NORM,7892,8192,2048,16855,21413,24,343
decode,18,attn_norm-15,MUL,6882,8192,2048,10693,8446,156,360
decode,18,Qcur-15,MUL_MAT,67961,8192,2048,250725,450357,6755,9837
decode,18,Qcur-15 (reshaped),RESHAPE,4084,8192,2048,1660,2012,1,90
decode,18,Qcur-15,ROPE,6712,8192,2048,11571,10418,6,272
decode,18,Vcur-15,MUL_MAT,28804,2048,512,99689,140253,2970,3822
decode,18,Vcur-15,RESHAPE,3993,2048,512,1665,1998,0,84
decode,18,Kcur-15,MUL_MAT,23986,2048,512,79380,141062,1775,2828
decode,18,Kcur-15 (reshaped),RESHAPE,3985,2048,512,1649,2012,0,92
decode,18,Kcur-15,ROPE,6100,2048,512,9519,9436,2,215
decode,18,Kcur-15 (view),VIEW,3943,2048,512,1337,1998,0,29
decode,18,cache_k_l15 (view),SET_ROWS,4412,134217728,67108864,2509,2484,11,65
decode,18,Vcur-15 (view),VIEW,4002,2048,512,1396,2023,0,57
decode,18,cache_v_l15 (view),SET_ROWS,4335,134217728,67108864,2981,2501,34,88
decode,18,Qcur-15 (view),VIEW,4019,8192,2048,1816,1998,5,20
decode,18,Qcur-15 (view) (permuted),PERMUTE,3911,8192,2048,1209,2001,0,16
decode,18,cache_k_l15 (view),VIEW,3844,262144,131072,1217,2001,0,23
decode,18,cache_k_l15 (view) (permuted),PERMUTE,5236,262144,131072,1209,1998,0,12
decode,18,cache_v_l15 (view),VIEW,3681,262144,131072,1204,1998,0,15
decode,18,cache_v_l15 (view) (permuted),PERMUTE,4180,262144,131072,1200,1998,0,15
decode,18,__fattn__-15,FLASH_ATTN_EXT,24374,8192,2048,86462,126081,339,2230
decode,18,kqv_out-15,RESHAPE,3724,8192,2048,1400,2015,0,78
decode,18,attn_out-15,MUL_MAT,68468,8192,2048,271081,450921,6842,9858
decode,18,node_490,GET_ROWS,4424,8192,2048,4204,3568,29,368
decode,18,node_491,GET_ROWS,4495,8192,2048,4444,3568,8,317
decode,18,ffn_inp-15,ADD,5830,8192,2048,8606,8423,0,367
decode,18,norm-15,RMS_NORM,8052,8192,2048,16702,21413,105,493
decode,18,ffn_norm-15,MUL,6227,8192,2048,10311,8382,152,381
decode,18,ffn_gate-15,MUL_MAT,246414,32768,8192,1015374,1689415,27147,37657
decode,18,ffn_up-15,MUL_MAT,247281,32768,8192,1016053,1688172,27243,37754
decode,18,ffn_swiglu-15,GLU,10466,32768,8192,25277,21203,831,1830
decode,18,ffn_out-15,MUL_MAT,349372,8192,2048,1446015,1927329,46167,56805
decode,18,l_out-15,ADD,6954,8192,2048,11450,8412,28,522
decode,18,norm,RMS_NORM,8073,8192,2048,17157,21405,10,204
decode,18,result_norm,MUL,6528,8192,2048,10307,8389,132,306
decode,18,result_output,MUL_MAT,5109885,513024,128256,21824574,31461690,734909,878225
sampling,19,n/a,n/a,188187,0,0,0,0,0,0
decode,19,embd,GET_ROWS,13981,8192,2048,25330,37942,75,335
decode,19,norm-0,RMS_NORM,10480,8192,2048,21437,22752,34,498
decode,19,attn_norm-0,MUL,7861,8192,2048,12718,9266,69,505
decode,19,Qcur-0,MUL_MAT,79174,8192,2048,316703,451165,4969,9968
decode,19,Qcur-0 (reshaped),RESHAPE,4270,8192,2048,2946,2649,17,110
decode,19,Qcur-0,ROPE,7194,8192,2048,15427,11425,28,280
decode,19,Vcur-0,MUL_MAT,29891,2048,512,112439,140876,3019,3797
decode,19,Vcur-0,RESHAPE,3784,2048,512,1967,2661,0,96
decode,19,Kcur-0,MUL_MAT,23690,2048,512,85376,142012,1822,2857
decode,19,Kcur-0 (reshaped),RESHAPE,3762,2048,512,1902,2666,1,106
decode,19,Kcur-0,ROPE,6029,2048,512,10494,10419,4,221
decode,19,Kcur-0 (view),VIEW,3723,2048,512,1684,2682,0,41
decode,19,cache_k_l0 (view),SET_ROWS,4159,134217728,67108864,3480,3179,22,82
decode,19,Vcur-0 (view),VIEW,3821,2048,512,2156,2759,19,42
decode,19,cache_v_l0 (view),SET_ROWS,4017,134217728,67108864,3012,3213,33,79
decode,19,Qcur-0 (view),VIEW,3654,8192,2048,1529,2756,0,27
decode,19,Qcur-0 (view) (permuted),PERMUTE,3665,8192,2048,1576,2756,2,20
decode,19,cache_k_l0 (view),VIEW,3683,262144,131072,1492,2711,0,18
decode,19,cache_k_l0 (view) (permuted),PERMUTE,3661,262144,131072,1543,2700,1,12
decode,19,cache_v_l0 (view),VIEW,3648,262144,131072,1456,2720,0,10
decode,19,cache_v_l0 (view) (permuted),PERMUTE,3769,262144,131072,2013,2917,20,28
decode,19, (copy),CPY,6484,512,256,12523,9591,76,195
decode,19,__fattn__-0,FLASH_ATTN_EXT,24179,8192,2048,87511,129025,333,2291
decode,19,kqv_out-0,RESHAPE,3852,8192,2048,2275,2646,0,99
decode,19,attn_out-0,MUL_MAT,70139,8192,2048,285449,451621,6631,9874
decode,19,ffn_inp-0,ADD,6540,8192,2048,10755,9264,22,569
decode,19,norm-0,RMS_NORM,7893,8192,2048,17770,22289,5,345
decode,19,ffn_norm-0,MUL,6707,8192,2048,11832,9255,148,347
decode,19,ffn_gate-0,MUL_MAT,254106,32768,8192,1040961,1688270,26461,37743
decode,19,ffn_up-0,MUL_MAT,250454,32768,8192,1024698,1688855,27009,37776
decode,19,ffn_swiglu-0,GLU,9696,32768,8192,22431,22115,235,1861
decode,19,ffn_out-0,MUL_MAT,343288,8192,2048,1433198,1928606,46866,56680
decode,19,l_out-0,ADD,8375,8192,2048,14364,9239,41,532
decode,19,norm-1,RMS_NORM,8069,8192,2048,17611,22247,22,341
decode,19,attn_norm-1,MUL,6247,8192,2048,11478,9231,136,362
decode,19,Qcur-1,MUL_MAT,68209,8192,2048,274729,451633,7044,9809
decode,19,Qcur-1 (reshaped),RESHAPE,4220,8192,2048,2094,2477,2,103
decode,19,Qcur-1,ROPE,6851,8192,2048,12991,11425,22,286
decode,19,Vcur-1,MUL_MAT,27253,2048,512,100393,140810,3008,3780
decode,19,Vcur-1,RESHAPE,3820,2048,512,2062,2646,0,99
decode,19,Kcur-1,MUL_MAT,23928,2048,512,86489,142064,1789,2820
decode,19,Kcur-1 (reshaped),RESHAPE,3763,2048,512,1838,2635,0,100
decode,19,Kcur-1,ROPE,6030,2048,512,10519,10440,4,216
decode,19,Kcur-1 (view),VIEW,3716,2048,512,1685,2657,0,40
decode,19,cache_k_l1 (view),SET_ROWS,4120,134217728,67108864,3254,3179,31,83
decode,19,Vcur-1 (view),VIEW,4224,2048,512,3724,2688,8,38
decode,19,cache_v_l1 (view),SET_ROWS,4098,134217728,67108864,3170,3213,39,77
decode,19,Qcur-1 (view),VIEW,3760,8192,2048,1573,2582,5,29
decode,19,Qcur-1 (view) (permuted),PERMUTE,3692,8192,2048,1529,2746,8,20
decode,19,cache_k_l1 (view),VIEW,3751,262144,131072,1521,2725,0,14
decode,19,cache_k_l1 (view) (permuted),PERMUTE,3647,262144,131072,1536,2694,0,15
decode,19,cache_v_l1 (view),VIEW,3637,262144,131072,1568,2695,0,17
decode,19,cache_v_l1 (view) (permuted),PERMUTE,4300,262144,131072,2312,2754,1,136
decode,19,__fattn__-1,FLASH_ATTN_EXT,27615,8192,2048,103049,130860,293,2258
decode,19,kqv_out-1,RESHAPE,3732,8192,2048,1729,2646,1,98
decode,19,attn_out-1,MUL_MAT,74072,8192,2048,302300,453570,6977,9882
decode,19,ffn_inp-1,ADD,6175,8192,2048,10470,9291,6,560
decode,19,norm-1,RMS_NORM,12327,8192,2048,19337,22318,10,526
decode,19,ffn_norm-1,MUL,6101,8192,2048,10250,9294,142,372
decode,19,ffn_gate-1,MUL_MAT,244777,32768,8192,1028841,1688227,26068,37714
decode,19,ffn_up-1,MUL_MAT,253384,32768,8192,1064530,1688095,26666,37766
decode,19,ffn_swiglu-1,GLU,11916,32768,8192,25710,22091,94,1894
decode,19,ffn_out-1,MUL_MAT,336307,8192,2048,1422411,1928562,46378,56509
decode,19,l_out-1,ADD,7527,8192,2048,14005,9288,41,519
decode,19,norm-2,RMS_NORM,7862,8192,2048,16193,22222,14,258
decode,19,attn_norm-2,MUL,6636,8192,2048,12069,9201,153,364
decode,19,Qcur-2,MUL_MAT,71087,8192,2048,289135,451908,6635,9793
decode,19,Qcur-2 (reshaped),RESHAPE,3819,8192,2048,1999,2663,4,105
decode,19,Qcur-2,ROPE,6576,8192,2048,13220,11393,18,281
decode,19,Vcur-2,MUL_MAT,23498,2048,512,85242,142019,1793,2845
decode,19,Vcur-2,RESHAPE,8280,2048,512,3729,2687,2,145
decode,19,Kcur-2,MUL_MAT,24261,2048,512,88362,142245,1634,2883
decode,19,Kcur-2 (reshaped),RESHAPE,3783,2048,512,1877,2661,0,106
decode,19,Kcur-2,ROPE,6028,2048,512,11019,10431,3,218
decode,19,Kcur-2 (view),VIEW,3724,2048,512,1697,2657,5,39
decode,19,cache_k_l2 (view),SET_ROWS,4121,134217728,67108864,3396,3174,33,78
decode,19,Vcur-2 (view),VIEW,4810,2048,512,6335,2626,17,44
decode,19,cache_v_l2 (view),SET_ROWS,4278,134217728,67108864,4093,3277,16,70
decode,19,Qcur-2 (view),VIEW,3690,8192,2048,1603,2751,13,30
decode,19,Qcur-2 (view) (permuted),PERMUTE,3665,8192,2048,1486,2745,0,17
decode,19,cache_k_l2 (view),VIEW,3746,262144,131072,1487,2770,0,22
decode,19,cache_k_l2 (view) (permuted),PERMUTE,3644,262144,131072,1547,2705,0,14
decode,19,cache_v_l2 (view),VIEW,3727,262144,131072,1467,2686,0,13
decode,19,cache_v_l2 (view) (permuted),PERMUTE,3887,262144,131072,2529,2903,24,31
decode,19,__fattn__-2,FLASH_ATTN_EXT,26046,8192,2048,96504,130702,362,2294
decode,19,kqv_out-2,RESHAPE,3722,8192,2048,1732,2646,2,101
decode,19,attn_out-2,MUL_MAT,69451,8192,2048,282484,452316,6950,9875
decode,19,ffn_inp-2,ADD,5912,8192,2048,9572,9275,4,536
decode,19,norm-2,RMS_NORM,7822,8192,2048,17240,22222,2,333
decode,19,ffn_norm-2,MUL,6244,8192,2048,10973,9209,148,359
decode,19,ffn_gate-2,MUL_MAT,245869,32768,8192,1037344,1689878,27371,37697
decode,19,ffn_up-2,MUL_MAT,252984,32768,8192,1037377,1689183,27342,37787
decode,19,ffn_swiglu-2,GLU,9235,32768,8192,20367,22109,91,1846
decode,19,ffn_out-2,MUL_MAT,251675,8192,2048,1037197,1772202,27050,39466
decode,19,l_out-2,ADD,6981,8192,2048,11210,9239,38,514
decode,19,norm-3,RMS_NORM,7782,8192,2048,16313,22227,18,348
decode,19,attn_norm-3,MUL,6170,8192,2048,9699,9215,151,349
decode,19,Qcur-3,MUL_MAT,74225,8192,2048,277886,451556,6878,9898
decode,19,Qcur-3 (reshaped),RESHAPE,4193,8192,2048,2239,2646,5,101
decode,19,Qcur-3,ROPE,6580,8192,2048,12281,11402,11,294
decode,19,Vcur-3,MUL_MAT,23734,2048,512,83832,142099,1857,2849
decode,19,Vcur-3,RESHAPE,4055,2048,512,1867,2649,0,112
decode,19,Kcur-3,MUL_MAT,22998,2048,512,77955,142047,1562,2855
decode,19,Kcur-3 (reshaped),RESHAPE,3855,2048,512,1907,2672,1,114
decode,19,Kcur-3,ROPE,6029,2048,512,10409,10487,1,216
decode,19,Kcur-3 (view),VIEW,3770,2048,512,1632,2657,3,36
decode,19,cache_k_l3 (view),SET_ROWS,4119,134217728,67108864,2997,3179,29,87
decode,19,Vcur-3 (view),VIEW,3979,2048,512,2438,2710,9,33
decode,19,cache_v_l3 (view),SET_ROWS,4331,134217728,67108864,3875,3213,20,77
decode,19,Qcur-3 (view),VIEW,3746,8192,2048,1555,2751,0,22
decode,19,Qcur-3 (view) (permuted),PERMUTE,3731,8192,2048,1496,2731,0,16
decode,19,cache_k_l3 (view),VIEW,3726,262144,131072,1488,2711,0,20
decode,19,cache_k_l3 (view) (permuted),PERMUTE,3779,262144,131072,1651,2691,0,15
decode,19,cache_v_l3 (view),VIEW,3729,262144,131072,1496,2671,0,16
decode,19,cache_v_l3 (view) (permuted),PERMUTE,4290,262144,131072,1931,2754,0,30
decode,19,__fattn__-3,FLASH_ATTN_EXT,28813,8192,2048,104456,130930,284,2357
decode,19,kqv_out-3,RESHAPE,8982,8192,2048,1797,2477,0,102
decode,19,attn_out-3,MUL_MAT,70182,8192,2048,278596,452399,6771,9891
decode,19,ffn_inp-3,ADD,7527,8192,2048,15643,9458,6,544
decode,19,norm-3,RMS_NORM,8039,8192,2048,18286,22283,2,352
decode,19,ffn_norm-3,MUL,6444,8192,2048,11235,9216,145,357
decode,19,ffn_gate-3,MUL_MAT,248503,32768,8192,971430,1689260,26756,37669
decode,19,ffn_up-3,MUL_MAT,253419,32768,8192,1013606,1689248,27077,37784
decode,19,ffn_swiglu-3,GLU,9511,32768,8192,20451,22085,69,1854
decode,19,ffn_out-3,MUL_MAT,257190,8192,2048,1046100,1772119,26819,39644
decode,19,l_out-3,ADD,7087,8192,2048,11601,9239,33,521
decode,19,norm-4,RMS_NORM,7664,8192,2048,16887,22263,15,275
decode,19,attn_norm-4,MUL,6358,8192,2048,11255,9216,165,357
decode,19,Qcur-4,MUL_MAT,72793,8192,2048,295564,451173,6601,9796
decode,19,Qcur-4 (reshaped),RESHAPE,3805,8192,2048,1990,2660,1,107
decode,19,Qcur-4,ROPE,6272,8192,2048,11858,11368,7,285
decode,19,Vcur-4,MUL_MAT,29217,2048,512,109012,140861,2918,3798
decode,19,Vcur-4,RESHAPE,3923,2048,512,2023,2671,1,116
decode,19,Kcur-4,MUL_MAT,23810,2048,512,84234,142104,1706,2840
decode,19,Kcur-4 (reshaped),RESHAPE,3794,2048,512,2029,2664,0,101
decode,19,Kcur-4,ROPE,5894,2048,512,10295,10449,1,228
decode,19,Kcur-4 (view),VIEW,3754,2048,512,1776,2657,1,35
decode,19,cache_k_l4 (view),SET_ROWS,4623,134217728,67108864,4606,3179,18,71
decode,19,Vcur-4 (view),VIEW,3903,2048,512,2263,2440,8,38
decode,19,cache_v_l4 (view),SET_ROWS,4121,134217728,67108864,3315,3213,41,80
decode,19,Qcur-4 (view),VIEW,3706,8192,2048,1650,2800,18,27
decode,19,Qcur-4 (view) (permuted),PERMUTE,3791,8192,2048,1485,2731,0,15
decode,19,cache_k_l4 (view),VIEW,3629,262144,131072,1486,2711,2,16
decode,19,cache_k_l4 (view) (permuted),PERMUTE,3909,262144,131072,1462,2691,0,13
decode,19,cache_v_l4 (view),VIEW,3648,262144,131072,1492,2671,0,14
decode,19,cache_v_l4 (view) (permuted),PERMUTE,4561,262144,131072,5440,2903,19,32
decode,19,__fattn__-4,FLASH_ATTN_EXT,25830,8192,2048,94612,130530,310,2287
decode,19,kqv_out-4,RESHAPE,3768,8192,2048,1931,2646,0,106
decode,19,attn_out-4,MUL_MAT,68730,8192,2048,278836,451968,6843,9855
decode,19,ffn_inp-4,ADD,6205,8192,2048,10543,9311,23,544
decode,19,norm-4,RMS_NORM,7759,8192,2048,17380,22259,8,345
decode,19,ffn_norm-4,MUL,6560,8192,2048,11830,9255,141,361
decode,19,ffn_gate-4,MUL_MAT,272252,32768,8192,1086242,1688272,21400,37710
decode,19,ffn_up-4,MUL_MAT,293285,32768,8192,1189244,1695386,26579,37813
decode,19,ffn_swiglu-4,GLU,9714,32768,8192,22072,22080,96,1864
decode,19,ffn_out-4,MUL_MAT,401800,8192,2048,1685234,1933115,41980,56740
decode,19,l_out-4,ADD,58280,8192,2048,229464,18110,42,514
decode,19,norm-5,RMS_NORM,8002,8192,2048,18478,22254,27,372
decode,19,attn_norm-5,MUL,6565,8192,2048,11899,9209,134,372
decode,19,Qcur-5,MUL_MAT,75738,8192,2048,308700,453069,6667,9828
decode,19,Qcur-5 (reshaped),RESHAPE,3898,8192,2048,2345,2646,9,119
decode,19,Qcur-5,ROPE,6441,8192,2048,12784,11411,11,276
decode,19,Vcur-5,MUL_MAT,31134,2048,512,117140,141895,1820,2841
decode,19,Vcur-5,RESHAPE,3812,2048,512,1966,2671,0,110
decode,19,Kcur-5,MUL_MAT,23486,2048,512,83854,142032,1711,2828
decode,19,Kcur-5 (reshaped),RESHAPE,3805,2048,512,1967,2664,2,111
decode,19,Kcur-5,ROPE,5886,2048,512,10278,10459,0,197
decode,19,Kcur-5 (view),VIEW,3722,2048,512,1677,2682,0,36
decode,19,cache_k_l5 (view),SET_ROWS,4282,134217728,67108864,4162,3179,36,86
decode,19,Vcur-5 (view),VIEW,4171,2048,512,3725,2685,8,43
decode,19,cache_v_l5 (view),SET_ROWS,3999,134217728,67108864,2940,3220,33,78
decode,19,Qcur-5 (view),VIEW,4168,8192,2048,3574,2754,4,30
decode,19,Qcur-5 (view) (permuted),PERMUTE,3657,8192,2048,1544,2745,0,14
decode,19,cache_k_l5 (view),VIEW,3675,262144,131072,1498,2733,0,20
decode,19,cache_k_l5 (view) (permuted),PERMUTE,3673,262144,131072,1571,2705,0,17
decode,19,cache_v_l5 (view),VIEW,3638,262144,131072,1519,2674,0,16
decode,19,cache_v_l5 (view) (permuted),PERMUTE,3784,262144,131072,2052,2774,1,29
decode,19,__fattn__-5,FLASH_ATTN_EXT,20992,8192,2048,69665,112347,301,2206
decode,19,kqv_out-5,RESHAPE,4707,8192,2048,2433,2646,1,124
decode,19,attn_out-5,MUL_MAT,76762,8192,2048,307554,451173,5305,9983
decode,19,ffn_inp-5,ADD,6755,8192,2048,11415,9289,30,571
decode,19,norm-5,RMS_NORM,7675,8192,2048,17129,22252,16,356
decode,19,ffn_norm-5,MUL,6208,8192,2048,10855,9223,149,366
decode,19,ffn_gate-5,MUL_MAT,290927,32768,8192,1200532,1695580,26425,37696
decode,19,ffn_up-5,MUL_MAT,248032,32768,8192,1019011,1688088,26423,37763
decode,19,ffn_swiglu-5,GLU,9089,32768,8192,20514,22116,54,1861
decode,19,ffn_out-5,MUL_MAT,263632,8192,2048,1087595,1774018,25914,39576
decode,19,l_out-5,ADD,6894,8192,2048,11075,9264,17,528
decode,19,norm-6,RMS_NORM,7851,8192,2048,17107,22276,11,283
decode,19,attn_norm-6,MUL,6435,8192,2048,10785,9202,154,354
decode,19,Qcur-6,MUL_MAT,74652,8192,2048,276760,451231,5915,9824
decode,19,Qcur-6 (reshaped),RESHAPE,4383,8192,2048,2220,2653,3,104
decode,19,Qcur-6,ROPE,7542,8192,2048,15076,11337,16,279
decode,19,Vcur-6,MUL_MAT,24091,2048,512,79787,141932,1788,2834
decode,19,Vcur-6,RESHAPE,4152,2048,512,2161,2660,5,111
decode,19,Kcur-6,MUL_MAT,23644,2048,512,78105,142050,1689,2860
decode,19,Kcur-6 (reshaped),RESHAPE,4142,2048,512,1815,2488,0,108
decode,19,Kcur-6,ROPE,6346,2048,512,10421,10522,9,219
decode,19,Kcur-6 (view),VIEW,4000,2048,512,1696,2674,0,31
decode,19,cache_k_l6 (view),SET_ROWS,4786,134217728,67108864,4787,3179,30,78
decode,19,Vcur-6 (view),VIEW,4093,2048,512,2075,2642,8,26
decode,19,cache_v_l6 (view),SET_ROWS,4246,134217728,67108864,2725,3213,35,83
decode,19,Qcur-6 (view),VIEW,3953,8192,2048,1609,2765,0,22
decode,19,Qcur-6 (view) (permuted),PERMUTE,4031,8192,2048,1564,2562,4,20
decode,19,cache_k_l6 (view),VIEW,3930,262144,131072,1509,2725,2,16
decode,19,cache_k_l6 (view) (permuted),PERMUTE,4054,262144,131072,1786,2522,1,14
decode,19,cache_v_l6 (view),VIEW,3968,262144,131072,1635,2671,0,14
