# Model Metadata
# n_ctx: 131072
# n_predict: 20
# model_size_bytes: 799862912
# n_params: 1235814432
phase,token_index,tensor_name,op_type,time_ns,size_bytes,n_elements,papi_tot_cyc,papi_tot_ins,papi_l3_tcm,papi_l1_dcm
decode,1,Qcur-9 (reshaped),RESHAPE,3975,8192,2048,2206,2012,2,92
decode,1,Qcur-9,ROPE,7453,8192,2048,14458,10353,19,270
decode,1,Vcur-9,MUL_MAT,34259,2048,512,125986,140473,2438,3892
decode,1,Vcur-9,RESHAPE,3952,2048,512,1874,1998,0,84
decode,1,Kcur-9,MUL_MAT,27200,2048,512,98811,115661,1209,2312
decode,1,Kcur-9 (reshaped),RESHAPE,3919,2048,512,1902,2001,0,86
decode,1,Kcur-9,ROPE,8168,2048,512,12065,9263,1,282
decode,1,Kcur-9 (view),VIEW,5739,2048,512,2447,2045,0,83
decode,1,cache_k_l9 (view),SET_ROWS,5977,134217728,67108864,4007,2510,28,139
decode,1,Vcur-9 (view),VIEW,5528,2048,512,2162,2023,0,78
decode,1,cache_v_l9 (view),SET_ROWS,6216,134217728,67108864,3382,2565,24,127
decode,1,Qcur-9 (view),VIEW,5762,8192,2048,2443,2047,6,48
decode,1,Qcur-9 (view) (permuted),PERMUTE,5740,8192,2048,2135,2023,4,61
decode,1,cache_k_l9 (view),VIEW,5554,262144,131072,2058,2031,0,77
decode,1,cache_k_l9 (view) (permuted),PERMUTE,5790,262144,131072,2187,2062,4,62
decode,1,cache_v_l9 (view),VIEW,5855,262144,131072,2473,2055,2,67
decode,1,cache_v_l9 (view) (permuted),PERMUTE,6076,262144,131072,2495,2023,1,70
decode,1,__fattn__-9,FLASH_ATTN_EXT,21247,8192,2048,65011,87589,67,1430
decode,1,kqv_out-9,RESHAPE,5553,8192,2048,2504,2031,0,109
decode,1,attn_out-9,MUL_MAT,83749,8192,2048,333428,451736,5450,10033
decode,1,ffn_inp-9,ADD,6684,8192,2048,11345,8423,12,536
decode,1,norm-9,RMS_NORM,7634,8192,2048,16761,21413,0,330
decode,1,ffn_norm-9,MUL,6062,8192,2048,10222,8375,141,349
decode,1,ffn_gate-9,MUL_MAT,271569,32768,8192,1120038,1687422,19442,37757
decode,1,ffn_up-9,MUL_MAT,284446,32768,8192,1150044,1690133,24802,37960
decode,1,ffn_swiglu-9,GLU,10430,32768,8192,22228,21211,87,1840
decode,1,ffn_out-9,MUL_MAT,365401,8192,2048,1534142,1929960,46568,56670
decode,1,l_out-9,ADD,7032,8192,2048,11920,8423,32,514
decode,1,norm-10,RMS_NORM,7665,8192,2048,16506,21411,6,255
decode,1,attn_norm-10,MUL,6143,8192,2048,9774,8382,134,323
decode,1,Qcur-10,MUL_MAT,68529,8192,2048,277226,450851,6807,9770
decode,1,Qcur-10 (reshaped),RESHAPE,4217,8192,2048,3657,2001,13,95
decode,1,Qcur-10,ROPE,6361,8192,2048,12145,10259,12,291
decode,1,Vcur-10,MUL_MAT,23950,2048,512,87071,141303,1793,2844
decode,1,Vcur-10,RESHAPE,3717,2048,512,1639,2023,0,93
decode,1,Kcur-10,MUL_MAT,24117,2048,512,84650,141049,1698,2842
decode,1,Kcur-10 (reshaped),RESHAPE,5315,2048,512,2380,2062,0,107
decode,1,Kcur-10,ROPE,7407,2048,512,11698,9231,2,278
decode,1,Kcur-10 (view),VIEW,3802,2048,512,1711,2005,0,60
decode,1,cache_k_l10 (view),SET_ROWS,4031,134217728,67108864,2999,2501,35,84
decode,1,Vcur-10 (view),VIEW,3601,2048,512,1305,1998,0,26
decode,1,cache_v_l10 (view),SET_ROWS,3928,134217728,67108864,2662,2501,34,80
decode,1,Qcur-10 (view),VIEW,3698,8192,2048,1547,1998,7,24
decode,1,Qcur-10 (view) (permuted),PERMUTE,3573,8192,2048,1224,1998,0,21
decode,1,cache_k_l10 (view),VIEW,3574,262144,131072,1229,1998,0,14
decode,1,cache_k_l10 (view) (permuted),PERMUTE,3670,262144,131072,1239,1998,0,19
decode,1,cache_v_l10 (view),VIEW,3653,262144,131072,1233,1829,0,18
decode,1,cache_v_l10 (view) (permuted),PERMUTE,3567,262144,131072,1244,1998,0,18
decode,1,__fattn__-10,FLASH_ATTN_EXT,17683,8192,2048,60706,88161,49,1072
decode,1,kqv_out-10,RESHAPE,3673,8192,2048,1415,2012,0,80
decode,1,attn_out-10,MUL_MAT,68633,8192,2048,278825,450815,6669,9889
decode,1,ffn_inp-10,ADD,6194,8192,2048,10481,8458,4,556
decode,1,norm-10,RMS_NORM,7763,8192,2048,17331,21413,0,326
decode,1,ffn_norm-10,MUL,6921,8192,2048,13861,8389,148,328
decode,1,ffn_gate-10,MUL_MAT,250270,32768,8192,984790,1687424,25737,37743
decode,1,ffn_up-10,MUL_MAT,251014,32768,8192,1006488,1687602,26466,37755
decode,1,ffn_swiglu-10,GLU,9280,32768,8192,20546,21237,80,1837
decode,1,ffn_out-10,MUL_MAT,249984,8192,2048,1033183,1770039,26507,39553
decode,1,l_out-10,ADD,6755,8192,2048,10589,8402,16,512
decode,1,norm-11,RMS_NORM,7953,8192,2048,17427,21435,10,341
decode,1,attn_norm-11,MUL,6707,8192,2048,12199,8428,154,378
decode,1,Qcur-11,MUL_MAT,68008,8192,2048,276012,450611,6647,9788
decode,1,Qcur-11 (reshaped),RESHAPE,4125,8192,2048,3047,1998,4,88
decode,1,Qcur-11,ROPE,6931,8192,2048,14119,10225,11,271
decode,1,Vcur-11,MUL_MAT,24225,2048,512,87877,141119,1839,2838
decode,1,Vcur-11,RESHAPE,3707,2048,512,1563,2012,0,89
decode,1,Kcur-11,MUL_MAT,23019,2048,512,82250,141070,1662,2840
decode,1,Kcur-11 (reshaped),RESHAPE,3672,2048,512,1478,2003,0,86
decode,1,Kcur-11,ROPE,5745,2048,512,9598,9284,0,205
decode,1,Kcur-11 (view),VIEW,3662,2048,512,1460,1998,0,33
decode,1,cache_k_l11 (view),SET_ROWS,4077,134217728,67108864,3222,2501,34,73
decode,1,Vcur-11 (view),VIEW,3611,2048,512,1227,2031,0,16
decode,1,cache_v_l11 (view),SET_ROWS,3941,134217728,67108864,2678,2506,36,81
decode,1,Qcur-11 (view),VIEW,3663,8192,2048,1250,1998,4,28
decode,1,Qcur-11 (view) (permuted),PERMUTE,3621,8192,2048,1239,2002,0,14
decode,1,cache_k_l11 (view),VIEW,3609,262144,131072,1245,2023,0,20
decode,1,cache_k_l11 (view) (permuted),PERMUTE,3610,262144,131072,1253,2019,4,18
decode,1,cache_v_l11 (view),VIEW,3588,262144,131072,1257,1998,0,13
decode,1,cache_v_l11 (view) (permuted),PERMUTE,3613,262144,131072,1253,2003,0,10
decode,1,__fattn__-11,FLASH_ATTN_EXT,17643,8192,2048,60461,88175,101,1134
decode,1,kqv_out-11,RESHAPE,3683,8192,2048,1542,1998,0,79
decode,1,attn_out-11,MUL_MAT,76165,8192,2048,290717,451063,6615,9904
decode,1,ffn_inp-11,ADD,9184,8192,2048,14680,8430,4,625
decode,1,norm-11,RMS_NORM,10110,8192,2048,19600,21381,9,488
decode,1,ffn_norm-11,MUL,9088,8192,2048,12990,8414,148,485
decode,1,ffn_gate-11,MUL_MAT,252856,32768,8192,1026891,1687870,25786,37771
decode,1,ffn_up-11,MUL_MAT,244645,32768,8192,1003438,1687340,26674,37773
decode,1,ffn_swiglu-11,GLU,8974,32768,8192,18654,21250,75,1827
decode,1,ffn_out-11,MUL_MAT,253000,8192,2048,1046483,1770058,26350,39383
decode,1,l_out-11,ADD,6522,8192,2048,10317,8448,24,500
decode,1,norm-12,RMS_NORM,7790,8192,2048,17116,21406,8,260
decode,1,attn_norm-12,MUL,6255,8192,2048,10274,8375,155,327
decode,1,Qcur-12,MUL_MAT,66300,8192,2048,267734,450380,6719,9768
decode,1,Qcur-12 (reshaped),RESHAPE,3764,8192,2048,1774,2012,6,92
decode,1,Qcur-12,ROPE,6320,8192,2048,11887,10262,5,270
decode,1,Vcur-12,MUL_MAT,27948,2048,512,104638,140156,3030,3808
decode,1,Vcur-12,RESHAPE,3682,2048,512,1497,2001,0,83
decode,1,Kcur-12,MUL_MAT,23137,2048,512,82667,141031,1838,2857
decode,1,Kcur-12 (reshaped),RESHAPE,3716,2048,512,1454,2001,0,80
decode,1,Kcur-12,ROPE,5732,2048,512,9685,9289,9,213
decode,1,Kcur-12 (view),VIEW,3642,2048,512,1452,2012,0,37
decode,1,cache_k_l12 (view),SET_ROWS,3981,134217728,67108864,2864,2501,32,69
decode,1,Vcur-12 (view),VIEW,3614,2048,512,1245,2039,0,15
decode,1,cache_v_l12 (view),SET_ROWS,10575,134217728,67108864,5300,2553,22,176
decode,1,Qcur-12 (view),VIEW,5358,8192,2048,2699,2039,9,66
decode,1,Qcur-12 (view) (permuted),PERMUTE,4907,8192,2048,1936,1829,3,49
decode,1,cache_k_l12 (view),VIEW,3592,262144,131072,1266,2007,0,17
decode,1,cache_k_l12 (view) (permuted),PERMUTE,3599,262144,131072,1234,1829,2,14
decode,1,cache_v_l12 (view),VIEW,4457,262144,131072,3084,1829,1,10
decode,1,cache_v_l12 (view) (permuted),PERMUTE,3602,262144,131072,1215,2012,3,13
decode,1,__fattn__-12,FLASH_ATTN_EXT,17494,8192,2048,59304,88136,75,1193
decode,1,kqv_out-12,RESHAPE,3697,8192,2048,1599,2013,0,77
decode,1,attn_out-12,MUL_MAT,68541,8192,2048,278152,451065,6817,9853
decode,1,ffn_inp-12,ADD,5928,8192,2048,9326,8430,12,531
decode,1,norm-12,RMS_NORM,7788,8192,2048,16927,21422,1,336
decode,1,ffn_norm-12,MUL,6568,8192,2048,11579,8350,139,340
decode,1,ffn_gate-12,MUL_MAT,247484,32768,8192,988244,1687707,25677,37672
decode,1,ffn_up-12,MUL_MAT,251369,32768,8192,1023912,1687623,26456,37774
decode,1,ffn_swiglu-12,GLU,9027,32768,8192,19721,21200,62,1841
decode,1,ffn_out-12,MUL_MAT,346072,8192,2048,1429965,1927281,46409,56712
decode,1,l_out-12,ADD,6753,8192,2048,10444,8407,20,511
decode,1,norm-13,RMS_NORM,7854,8192,2048,17408,21420,23,348
decode,1,attn_norm-13,MUL,6480,8192,2048,11315,8378,147,354
decode,1,Qcur-13,MUL_MAT,78094,8192,2048,319288,452483,6708,9763
decode,1,Qcur-13 (reshaped),RESHAPE,3810,8192,2048,1846,2031,3,89
decode,1,Qcur-13,ROPE,6609,8192,2048,12928,10219,4,276
decode,1,Vcur-13,MUL_MAT,27158,2048,512,100741,141213,1841,2852
decode,1,Vcur-13,RESHAPE,3666,2048,512,1531,1998,0,84
decode,1,Kcur-13,MUL_MAT,23452,2048,512,84275,141092,1643,2822
decode,1,Kcur-13 (reshaped),RESHAPE,3719,2048,512,1581,2007,0,81
decode,1,Kcur-13,ROPE,5774,2048,512,9373,9233,0,218
decode,1,Kcur-13 (view),VIEW,3691,2048,512,1475,2007,0,35
decode,1,cache_k_l13 (view),SET_ROWS,4046,134217728,67108864,2959,2501,32,76
decode,1,Vcur-13 (view),VIEW,3681,2048,512,1321,1829,2,18
decode,1,cache_v_l13 (view),SET_ROWS,4011,134217728,67108864,2911,2506,39,75
decode,1,Qcur-13 (view),VIEW,3620,8192,2048,1309,1998,2,21
decode,1,Qcur-13 (view) (permuted),PERMUTE,3587,8192,2048,1240,2012,2,17
decode,1,cache_k_l13 (view),VIEW,3628,262144,131072,1228,2012,0,14
decode,1,cache_k_l13 (view) (permuted),PERMUTE,3682,262144,131072,1236,2012,0,13
decode,1,cache_v_l13 (view),VIEW,3599,262144,131072,1231,2022,0,13
decode,1,cache_v_l13 (view) (permuted),PERMUTE,3695,262144,131072,1246,2001,0,14
decode,1,__fattn__-13,FLASH_ATTN_EXT,17391,8192,2048,58529,88020,93,1148
decode,1,kqv_out-13,RESHAPE,3649,8192,2048,1417,2036,1,81
decode,1,attn_out-13,MUL_MAT,68681,8192,2048,278636,450754,6552,9873
decode,1,ffn_inp-13,ADD,6059,8192,2048,9917,8437,21,525
decode,1,norm-13,RMS_NORM,7628,8192,2048,16428,21384,0,338
decode,1,ffn_norm-13,MUL,10422,8192,2048,14026,8350,132,542
decode,1,ffn_gate-13,MUL_MAT,251581,32768,8192,1026051,1687416,25019,37818
decode,1,ffn_up-13,MUL_MAT,252538,32768,8192,1035246,1687353,26481,37765
decode,1,ffn_swiglu-13,GLU,9072,32768,8192,19416,21250,48,1833
decode,1,ffn_out-13,MUL_MAT,255550,8192,2048,1041368,1770174,26683,39696
decode,1,l_out-13,ADD,6987,8192,2048,12102,8423,39,508
decode,1,norm-14,RMS_NORM,7703,8192,2048,16840,21406,5,245
decode,1,attn_norm-14,MUL,6004,8192,2048,10009,8375,145,326
decode,1,Qcur-14,MUL_MAT,67422,8192,2048,272567,450564,6819,9775
decode,1,Qcur-14 (reshaped),RESHAPE,4262,8192,2048,3731,2007,4,90
decode,1,Qcur-14,ROPE,6309,8192,2048,11953,10210,15,272
decode,1,Vcur-14,MUL_MAT,23086,2048,512,83539,141128,1722,2844
decode,1,Vcur-14,RESHAPE,3722,2048,512,1590,1998,0,89
decode,1,Kcur-14,MUL_MAT,23691,2048,512,85339,141060,1672,2822
decode,1,Kcur-14 (reshaped),RESHAPE,3730,2048,512,1503,2023,0,81
decode,1,Kcur-14,ROPE,5771,2048,512,9749,9275,3,213
decode,1,Kcur-14 (view),VIEW,3678,2048,512,1451,2023,0,32
decode,1,cache_k_l14 (view),SET_ROWS,4386,134217728,67108864,4512,2501,30,81
decode,1,Vcur-14 (view),VIEW,3627,2048,512,1305,2007,0,23
decode,1,cache_v_l14 (view),SET_ROWS,4553,134217728,67108864,4360,2501,19,69
decode,1,Qcur-14 (view),VIEW,3654,8192,2048,1508,2007,8,19
decode,1,Qcur-14 (view) (permuted),PERMUTE,3603,8192,2048,1233,1998,5,21
decode,1,cache_k_l14 (view),VIEW,3611,262144,131072,1228,2007,0,19
decode,1,cache_k_l14 (view) (permuted),PERMUTE,3828,262144,131072,1224,2022,0,14
decode,1,cache_v_l14 (view),VIEW,3634,262144,131072,1240,1829,0,20
decode,1,cache_v_l14 (view) (permuted),PERMUTE,3662,262144,131072,1226,1829,0,17
decode,1,__fattn__-14,FLASH_ATTN_EXT,18388,8192,2048,63341,88231,90,1162
decode,1,kqv_out-14,RESHAPE,3750,8192,2048,1468,1998,0,79
decode,1,attn_out-14,MUL_MAT,69654,8192,2048,282986,451518,6722,9858
decode,1,ffn_inp-14,ADD,5911,8192,2048,9414,8430,17,509
decode,1,norm-14,RMS_NORM,7949,8192,2048,18218,21399,0,338
decode,1,ffn_norm-14,MUL,6385,8192,2048,11560,8389,153,340
decode,1,ffn_gate-14,MUL_MAT,245309,32768,8192,980609,1687410,25608,37644
decode,1,ffn_up-14,MUL_MAT,244320,32768,8192,979665,1687346,26301,37764
decode,1,ffn_swiglu-14,GLU,8773,32768,8192,18055,21250,45,1832
decode,1,ffn_out-14,MUL_MAT,286269,8192,2048,1169997,1777033,26251,39513
decode,1,l_out-14,ADD,6584,8192,2048,10518,8427,23,496
decode,1,norm-15,RMS_NORM,7760,8192,2048,16924,21413,36,330
decode,1,attn_norm-15,MUL,6184,8192,2048,10063,8350,143,368
decode,1,Qcur-15,MUL_MAT,68021,8192,2048,273254,450359,6765,9800
decode,1,Qcur-15 (reshaped),RESHAPE,4379,8192,2048,2931,1829,2,82
decode,1,Qcur-15,ROPE,6550,8192,2048,12569,10252,10,275
decode,1,Vcur-15,MUL_MAT,28725,2048,512,107199,140093,2977,3833
decode,1,Vcur-15,RESHAPE,3680,2048,512,1461,2012,0,81
decode,1,Kcur-15,MUL_MAT,24553,2048,512,88375,141079,1660,2840
decode,1,Kcur-15 (reshaped),RESHAPE,3731,2048,512,1511,1998,0,87
decode,1,Kcur-15,ROPE,5713,2048,512,9113,9252,0,207
decode,1,Kcur-15 (view),VIEW,3650,2048,512,1443,1998,0,31
decode,1,cache_k_l15 (view),SET_ROWS,4121,134217728,67108864,3017,2494,33,76
decode,1,Vcur-15 (view),VIEW,3591,2048,512,1246,1998,2,14
decode,1,cache_v_l15 (view),SET_ROWS,4345,134217728,67108864,4428,2501,52,74
decode,1,Qcur-15 (view),VIEW,3655,8192,2048,1238,1829,0,15
decode,1,Qcur-15 (view) (permuted),PERMUTE,3673,8192,2048,1231,2023,0,14
decode,1,cache_k_l15 (view),VIEW,3604,262144,131072,1236,2007,0,14
decode,1,cache_k_l15 (view) (permuted),PERMUTE,3683,262144,131072,1240,2020,0,14
decode,1,cache_v_l15 (view),VIEW,3591,262144,131072,1222,2039,0,12
decode,1,cache_v_l15 (view) (permuted),PERMUTE,3674,262144,131072,1239,2029,0,12
decode,1,__fattn__-15,FLASH_ATTN_EXT,18033,8192,2048,62237,88203,160,1183
decode,1,kqv_out-15,RESHAPE,3940,8192,2048,1406,2031,0,77
decode,1,attn_out-15,MUL_MAT,68812,8192,2048,279601,451062,6777,9867
decode,1,node_490,GET_ROWS,4431,8192,2048,4714,3568,41,365
decode,1,node_491,GET_ROWS,4415,8192,2048,4588,3568,19,322
decode,1,ffn_inp-15,ADD,5740,8192,2048,9184,8441,2,371
decode,1,norm-15,RMS_NORM,9896,8192,2048,19165,21406,107,542
decode,1,ffn_norm-15,MUL,8709,8192,2048,13009,8408,139,490
decode,1,ffn_gate-15,MUL_MAT,259288,32768,8192,1060238,1687407,25506,37782
decode,1,ffn_up-15,MUL_MAT,252008,32768,8192,1016033,1687293,26138,37806
decode,1,ffn_swiglu-15,GLU,10669,32768,8192,26165,21225,839,1842
decode,1,ffn_out-15,MUL_MAT,350477,8192,2048,1465023,1927981,45300,56706
decode,1,l_out-15,ADD,7104,8192,2048,10821,8448,20,504
decode,1,norm,RMS_NORM,7578,8192,2048,15817,21391,2,198
decode,1,result_norm,MUL,6089,8192,2048,9177,8375,142,317
decode,1,result_output,MUL_MAT,5098442,513024,128256,21773375,31336494,732970,875163
sampling,2,n/a,n/a,194921,0,0,0,0,0,0
decode,2,embd,GET_ROWS,12534,8192,2048,21255,38054,141,300
decode,2,norm-0,RMS_NORM,8731,8192,2048,18299,22635,59,372
decode,2,attn_norm-0,MUL,6413,8192,2048,12448,9159,123,379
decode,2,Qcur-0,MUL_MAT,76243,8192,2048,311353,451977,6594,9818
decode,2,Qcur-0 (reshaped),RESHAPE,3960,8192,2048,2459,2561,7,101
decode,2,Qcur-0,ROPE,7274,8192,2048,15528,11237,54,265
decode,2,Vcur-0,MUL_MAT,36452,2048,512,122082,141015,2827,3835
decode,2,Vcur-0,RESHAPE,3964,2048,512,2223,2557,1,101
decode,2,Kcur-0,MUL_MAT,24109,2048,512,87520,142079,1817,2853
decode,2,Kcur-0 (reshaped),RESHAPE,3793,2048,512,1848,2568,0,103
decode,2,Kcur-0,ROPE,6272,2048,512,11975,10317,6,210
decode,2,Kcur-0 (view),VIEW,3744,2048,512,1750,2572,0,33
decode,2,cache_k_l0 (view),SET_ROWS,4137,134217728,67108864,3403,3173,27,83
decode,2,Vcur-0 (view),VIEW,3855,2048,512,2105,2725,9,37
decode,2,cache_v_l0 (view),SET_ROWS,4101,134217728,67108864,3203,3194,20,92
decode,2,Qcur-0 (view),VIEW,3881,8192,2048,1597,2685,6,20
decode,2,Qcur-0 (view) (permuted),PERMUTE,4188,8192,2048,3630,2891,8,33
decode,2,cache_k_l0 (view),VIEW,3725,262144,131072,1719,2756,0,16
decode,2,cache_k_l0 (view) (permuted),PERMUTE,3983,262144,131072,1707,2736,0,18
decode,2,cache_v_l0 (view),VIEW,3683,262144,131072,1527,2716,0,12
decode,2,cache_v_l0 (view) (permuted),PERMUTE,3706,262144,131072,1561,2696,0,17
decode,2, (copy),CPY,6686,512,256,12300,9405,83,180
decode,2,__fattn__-0,FLASH_ATTN_EXT,18842,8192,2048,65247,91182,259,1173
decode,2,kqv_out-0,RESHAPE,3791,8192,2048,1861,2560,0,90
decode,2,attn_out-0,MUL_MAT,72148,8192,2048,293926,452365,6838,9844
decode,2,ffn_inp-0,ADD,5983,8192,2048,9801,9146,12,527
decode,2,norm-0,RMS_NORM,8036,8192,2048,17765,22130,1,345
decode,2,ffn_norm-0,MUL,6087,8192,2048,10147,9014,145,351
decode,2,ffn_gate-0,MUL_MAT,254868,32768,8192,1051874,1690115,27069,37703
decode,2,ffn_up-0,MUL_MAT,257886,32768,8192,1063803,1689507,26981,37774
decode,2,ffn_swiglu-0,GLU,9628,32768,8192,22383,21905,286,1864
decode,2,ffn_out-0,MUL_MAT,344119,8192,2048,1420694,1928350,46698,56922
decode,2,l_out-0,ADD,7323,8192,2048,12518,9110,32,539
decode,2,norm-1,RMS_NORM,8155,8192,2048,18448,22110,14,347
decode,2,attn_norm-1,MUL,6171,8192,2048,10221,9122,143,378
decode,2,Qcur-1,MUL_MAT,68109,8192,2048,275947,451359,6933,9814
decode,2,Qcur-1 (reshaped),RESHAPE,3922,8192,2048,2193,2388,6,109
decode,2,Qcur-1,ROPE,6959,8192,2048,13909,11167,17,268
decode,2,Vcur-1,MUL_MAT,27229,2048,512,101794,140907,2914,3781
decode,2,Vcur-1,RESHAPE,3787,2048,512,1987,2590,1,96
decode,2,Kcur-1,MUL_MAT,23413,2048,512,84086,141967,1834,2855
decode,2,Kcur-1 (reshaped),RESHAPE,3783,2048,512,1727,2593,0,99
decode,2,Kcur-1,ROPE,6058,2048,512,11084,10317,5,210
decode,2,Kcur-1 (view),VIEW,3730,2048,512,1680,2592,1,42
decode,2,cache_k_l1 (view),SET_ROWS,4159,134217728,67108864,3566,3173,24,83
decode,2,Vcur-1 (view),VIEW,3760,2048,512,1679,2714,0,26
decode,2,cache_v_l1 (view),SET_ROWS,4409,134217728,67108864,4527,3194,29,85
decode,2,Qcur-1 (view),VIEW,3970,8192,2048,1658,2502,0,25
decode,2,Qcur-1 (view) (permuted),PERMUTE,3993,8192,2048,2869,2865,17,33
decode,2,cache_k_l1 (view),VIEW,3663,262144,131072,1585,2760,0,18
decode,2,cache_k_l1 (view) (permuted),PERMUTE,3685,262144,131072,1592,2726,0,17
decode,2,cache_v_l1 (view),VIEW,3649,262144,131072,1496,2731,0,15
decode,2,cache_v_l1 (view) (permuted),PERMUTE,3655,262144,131072,1499,2695,5,20
decode,2,__fattn__-1,FLASH_ATTN_EXT,22634,8192,2048,70961,91752,85,1419
decode,2,kqv_out-1,RESHAPE,5844,8192,2048,2694,2665,0,126
decode,2,attn_out-1,MUL_MAT,78803,8192,2048,313053,451124,5670,9953
decode,2,ffn_inp-1,ADD,6539,8192,2048,10587,9121,11,550
decode,2,norm-1,RMS_NORM,7734,8192,2048,17104,22118,5,321
decode,2,ffn_norm-1,MUL,6266,8192,2048,10928,9094,142,354
decode,2,ffn_gate-1,MUL_MAT,248735,32768,8192,1033578,1689234,26451,37660
decode,2,ffn_up-1,MUL_MAT,248331,32768,8192,1016723,1688688,26291,37781
decode,2,ffn_swiglu-1,GLU,9388,32768,8192,21080,21923,155,1854
decode,2,ffn_out-1,MUL_MAT,346562,8192,2048,1424449,1928086,46365,56727
decode,2,l_out-1,ADD,7466,8192,2048,11862,9110,25,527
decode,2,norm-2,RMS_NORM,7925,8192,2048,16845,22118,6,249
decode,2,attn_norm-2,MUL,6436,8192,2048,11567,9095,148,343
decode,2,Qcur-2,MUL_MAT,67389,8192,2048,272966,451103,6765,9791
decode,2,Qcur-2 (reshaped),RESHAPE,3879,8192,2048,2134,2574,6,105
decode,2,Qcur-2,ROPE,6548,8192,2048,12411,11153,13,271
decode,2,Vcur-2,MUL_MAT,24274,2048,512,87194,141756,1745,2824
decode,2,Vcur-2,RESHAPE,4243,2048,512,1959,2388,1,101
decode,2,Kcur-2,MUL_MAT,23522,2048,512,84394,142197,1620,2850
decode,2,Kcur-2 (reshaped),RESHAPE,3778,2048,512,1865,2571,0,102
decode,2,Kcur-2,ROPE,5816,2048,512,10047,10235,0,208
decode,2,Kcur-2 (view),VIEW,3737,2048,512,1673,2571,0,30
decode,2,cache_k_l2 (view),SET_ROWS,4093,134217728,67108864,3153,3180,28,69
decode,2,Vcur-2 (view),VIEW,3698,2048,512,1595,2720,0,22
decode,2,cache_v_l2 (view),SET_ROWS,4056,134217728,67108864,3194,3194,27,82
decode,2,Qcur-2 (view),VIEW,4176,8192,2048,3613,2671,4,20
decode,2,Qcur-2 (view) (permuted),PERMUTE,4005,8192,2048,2827,2717,15,34
decode,2,cache_k_l2 (view),VIEW,3715,262144,131072,1646,2710,0,19
decode,2,cache_k_l2 (view) (permuted),PERMUTE,3784,262144,131072,1581,2754,0,18
decode,2,cache_v_l2 (view),VIEW,3676,262144,131072,1539,2745,0,14
decode,2,cache_v_l2 (view) (permuted),PERMUTE,4113,262144,131072,3461,2711,9,18
decode,2,__fattn__-2,FLASH_ATTN_EXT,14507,8192,2048,46141,79953,73,1090
decode,2,kqv_out-2,RESHAPE,3787,8192,2048,1864,2615,0,92
decode,2,attn_out-2,MUL_MAT,68906,8192,2048,278415,451761,6594,9887
decode,2,ffn_inp-2,ADD,6138,8192,2048,10020,9160,14,538
decode,2,norm-2,RMS_NORM,7801,8192,2048,17348,22132,4,332
decode,2,ffn_norm-2,MUL,6367,8192,2048,11338,9126,145,360
decode,2,ffn_gate-2,MUL_MAT,256601,32768,8192,1064697,1688868,25982,37704
decode,2,ffn_up-2,MUL_MAT,250956,32768,8192,1012980,1687951,26932,37816
decode,2,ffn_swiglu-2,GLU,9965,32768,8192,23654,21978,118,1850
decode,2,ffn_out-2,MUL_MAT,246954,8192,2048,1021497,1771376,27282,39484
decode,2,l_out-2,ADD,7216,8192,2048,13087,9125,27,524
decode,2,norm-3,RMS_NORM,7788,8192,2048,16571,22098,20,363
decode,2,attn_norm-3,MUL,6277,8192,2048,10562,9083,150,360
decode,2,Qcur-3,MUL_MAT,66979,8192,2048,270219,450991,6963,9827
decode,2,Qcur-3 (reshaped),RESHAPE,4101,8192,2048,3028,2557,6,109
decode,2,Qcur-3,ROPE,6648,8192,2048,13407,11234,9,275
decode,2,Vcur-3,MUL_MAT,23360,2048,512,83969,141907,1840,2857
decode,2,Vcur-3,RESHAPE,3739,2048,512,1675,2557,0,101
decode,2,Kcur-3,MUL_MAT,23672,2048,512,85101,142000,1608,2855
decode,2,Kcur-3 (reshaped),RESHAPE,3761,2048,512,1703,2627,0,102
decode,2,Kcur-3,ROPE,5894,2048,512,10342,10275,0,220
decode,2,Kcur-3 (view),VIEW,3729,2048,512,1672,2568,0,38
decode,2,cache_k_l3 (view),SET_ROWS,4186,134217728,67108864,3612,3173,25,81
decode,2,Vcur-3 (view),VIEW,3720,2048,512,1679,2775,0,27
decode,2,cache_v_l3 (view),SET_ROWS,4070,134217728,67108864,3038,3194,22,85
decode,2,Qcur-3 (view),VIEW,3717,8192,2048,1607,2680,0,22
decode,2,Qcur-3 (view) (permuted),PERMUTE,3912,8192,2048,2527,2746,11,38
decode,2,cache_k_l3 (view),VIEW,3713,262144,131072,1655,2710,0,19
decode,2,cache_k_l3 (view) (permuted),PERMUTE,3722,262144,131072,1631,2758,0,17
decode,2,cache_v_l3 (view),VIEW,3707,262144,131072,1586,2731,0,18
decode,2,cache_v_l3 (view) (permuted),PERMUTE,3726,262144,131072,1580,2720,0,16
decode,2,__fattn__-3,FLASH_ATTN_EXT,18265,8192,2048,63208,92265,113,1160
decode,2,kqv_out-3,RESHAPE,3781,8192,2048,1902,2594,2,93
decode,2,attn_out-3,MUL_MAT,76407,8192,2048,303598,451305,4563,10060
decode,2,ffn_inp-3,ADD,6635,8192,2048,10879,9167,2,561
decode,2,norm-3,RMS_NORM,7641,8192,2048,16868,22118,0,338
decode,2,ffn_norm-3,MUL,6194,8192,2048,10619,9080,142,369
decode,2,ffn_gate-3,MUL_MAT,245300,32768,8192,1005415,1688184,26399,37663
